Applicant_ID,Age,Gender,Race/Ethnicity,Sexual_Orientation,Religion,Marital_Status,Socioeconomic_Status,Education_Level,Years_of_Experience,Industry,Job_Position_Applied_For,Application_Status,Salary_Offer,Interview_Feedback_Score,Referral_Status
0859,33,Female,Native American,LGBTQ+,Muslim,Married,Middle,Ph.D.,9,Education,Mid-Level,Rejected,,5,Yes
0860,30,Male,Native American,Heterosexual,Christian,Widowed,Low,Ph.D.,35,Manufacturing,Mid-Level,Accepted,40174.0,7,No
0861,57,Prefer not to say,Mixed,Heterosexual,Other,Divorced,Middle,Bachelor's,19,Finance,Senior-Level,Rejected,,8,No
0862,56,Non-Binary,Native American,LGBTQ+,Hindu,Single,Low,High School,9,Education,Executive,Rejected,,4,No
0863,25,Female,White,LGBTQ+,Other,Single,Middle,Ph.D.,8,Education,Executive,Rejected,,4,Yes
0864,36,Non-Binary,Native American,Heterosexual,Jewish,Single,High,Master's,16,Retail,Senior-Level,Rejected,,7,No
0865,45,Prefer not to say,Hispanic,Heterosexual,Hindu,Widowed,High,Bachelor's,21,Retail,Entry-Level,Rejected,,8,No
0866,32,Female,Native American,Heterosexual,Other,Single,High,Master's,8,Manufacturing,Entry-Level,Accepted,129401.0,2,No
0867,40,Male,Mixed,Heterosexual,Non-religious,Married,Middle,Bachelor's,10,Manufacturing,Executive,Accepted,106070.0,3,No
0868,39,Prefer not to say,Black,Heterosexual,Christian,Single,Low,High School,16,Education,Executive,Accepted,71142.0,5,No
0869,19,Female,Mixed,Heterosexual,Christian,Divorced,High,High School,12,Retail,Executive,Accepted,100778.0,2,Yes
0870,22,Prefer not to say,Asian,Heterosexual,Other,Married,Low,Ph.D.,12,Manufacturing,Senior-Level,Rejected,,7,Yes
0871,37,Non-Binary,White,Heterosexual,Christian,Divorced,High,Ph.D.,24,Healthcare,Executive,Accepted,88262.0,7,No
0872,48,Non-Binary,Mixed,Heterosexual,Jewish,Single,Middle,Ph.D.,23,Manufacturing,Entry-Level,Rejected,,4,Yes
0873,43,Female,White,LGBTQ+,Jewish,Single,High,Master's,21,Finance,Entry-Level,Accepted,177032.0,3,Yes
0874,49,Female,Asian,Heterosexual,Jewish,Widowed,High,Bachelor's,3,Education,Senior-Level,Rejected,,5,No
0875,27,Male,Hispanic,LGBTQ+,Christian,Divorced,High,Bachelor's,35,Education,Executive,Rejected,,4,No
0876,47,Prefer not to say,Native American,Heterosexual,Christian,Widowed,High,High School,12,Finance,Entry-Level,Accepted,166298.0,2,Yes
0877,30,Prefer not to say,Other,Heterosexual,Christian,Widowed,Middle,Bachelor's,40,Manufacturing,Executive,Accepted,173415.0,7,No
0878,18,Non-Binary,Asian,LGBTQ+,Hindu,Divorced,High,Master's,39,Healthcare,Mid-Level,Accepted,106073.0,9,Yes
0879,57,Non-Binary,Native American,LGBTQ+,Jewish,Widowed,Low,Master's,8,Finance,Executive,Accepted,113280.0,7,Yes
0880,27,Prefer not to say,Asian,Heterosexual,Hindu,Married,Low,High School,17,Education,Senior-Level,Accepted,46019.0,10,No
0881,56,Female,Asian,LGBTQ+,Other,Married,Middle,High School,6,Healthcare,Senior-Level,Rejected,,10,No
0882,41,Prefer not to say,Hispanic,Heterosexual,Christian,Married,Low,Bachelor's,17,Finance,Senior-Level,Accepted,63214.0,9,No
0883,39,Non-Binary,Other,LGBTQ+,Muslim,Married,Low,Bachelor's,13,Tech,Mid-Level,Accepted,73206.0,8,Yes
0884,38,Male,Asian,Heterosexual,Non-religious,Widowed,Middle,Ph.D.,20,Healthcare,Entry-Level,Accepted,176838.0,7,No
0885,42,Prefer not to say,Hispanic,LGBTQ+,Non-religious,Divorced,High,High School,19,Finance,Mid-Level,Rejected,,3,No
0886,53,Prefer not to say,White,LGBTQ+,Other,Single,High,Ph.D.,22,Finance,Entry-Level,Rejected,,8,No
0887,64,Prefer not to say,Black,Heterosexual,Jewish,Divorced,Low,High School,6,Education,Senior-Level,Accepted,31471.0,10,No
0888,39,Male,Hispanic,LGBTQ+,Non-religious,Single,High,Master's,2,Retail,Senior-Level,Rejected,,7,Yes
0889,62,Non-Binary,Hispanic,Heterosexual,Non-religious,Single,High,Ph.D.,38,Retail,Executive,Rejected,,3,No
0890,65,Male,Asian,LGBTQ+,Christian,Married,High,Bachelor's,8,Tech,Executive,Accepted,44692.0,8,Yes
0891,38,Male,Other,LGBTQ+,Muslim,Single,Middle,Master's,10,Manufacturing,Senior-Level,Accepted,135689.0,7,Yes
0892,22,Female,Other,Heterosexual,Other,Divorced,Low,Bachelor's,28,Tech,Senior-Level,Accepted,162504.0,7,Yes
0893,58,Male,Hispanic,LGBTQ+,Non-religious,Divorced,Low,Master's,29,Manufacturing,Entry-Level,Rejected,,2,Yes
0894,23,Female,Mixed,Heterosexual,Muslim,Divorced,High,High School,5,Tech,Mid-Level,Rejected,,8,Yes
0895,64,Female,Hispanic,Heterosexual,Other,Married,Middle,High School,12,Retail,Senior-Level,Accepted,103128.0,3,No
0896,44,Female,Other,Heterosexual,Hindu,Married,Low,Master's,16,Retail,Executive,Rejected,,2,No
0897,40,Non-Binary,Hispanic,LGBTQ+,Other,Married,Low,Ph.D.,9,Manufacturing,Mid-Level,Rejected,,6,No
0898,31,Non-Binary,Mixed,LGBTQ+,Christian,Married,Middle,Bachelor's,29,Healthcare,Entry-Level,Accepted,165536.0,3,No
0899,26,Prefer not to say,Native American,LGBTQ+,Hindu,Widowed,High,High School,10,Retail,Entry-Level,Rejected,,1,Yes
0900,44,Prefer not to say,Hispanic,LGBTQ+,Other,Single,Low,Master's,19,Finance,Executive,Accepted,35701.0,8,No
0901,55,Prefer not to say,Mixed,LGBTQ+,Jewish,Married,Middle,Master's,38,Healthcare,Executive,Rejected,,5,Yes
0902,32,Male,White,LGBTQ+,Hindu,Widowed,High,High School,5,Manufacturing,Mid-Level,Rejected,,10,Yes
0903,54,Female,Black,LGBTQ+,Christian,Single,Middle,Bachelor's,22,Education,Executive,Accepted,150740.0,1,Yes
0904,30,Female,Hispanic,LGBTQ+,Christian,Married,Low,Bachelor's,27,Tech,Mid-Level,Accepted,175581.0,6,Yes
0905,48,Female,Hispanic,Heterosexual,Jewish,Widowed,High,Bachelor's,30,Retail,Executive,Rejected,,4,Yes
0906,42,Female,Hispanic,Heterosexual,Jewish,Divorced,Middle,Ph.D.,38,Education,Entry-Level,Rejected,,8,Yes
0907,32,Female,Other,Heterosexual,Hindu,Divorced,Middle,High School,19,Manufacturing,Executive,Accepted,199234.0,4,Yes
0908,49,Female,Asian,Heterosexual,Hindu,Widowed,Low,Master's,24,Retail,Mid-Level,Rejected,,3,No
0909,37,Prefer not to say,Mixed,LGBTQ+,Christian,Divorced,Middle,Bachelor's,10,Education,Entry-Level,Rejected,,2,No
0910,61,Male,Mixed,LGBTQ+,Christian,Married,Middle,Bachelor's,36,Manufacturing,Executive,Rejected,,1,No
0911,59,Prefer not to say,White,Heterosexual,Hindu,Widowed,Middle,High School,19,Education,Senior-Level,Rejected,,6,No
0912,25,Female,White,LGBTQ+,Other,Single,Low,High School,10,Retail,Senior-Level,Accepted,164976.0,10,No
0913,45,Male,White,LGBTQ+,Christian,Single,Middle,Ph.D.,23,Tech,Senior-Level,Rejected,,7,No
0914,61,Non-Binary,Other,Heterosexual,Non-religious,Divorced,Low,Master's,22,Education,Entry-Level,Rejected,,6,No
0915,58,Male,Native American,Heterosexual,Hindu,Single,High,Ph.D.,15,Finance,Entry-Level,Accepted,63044.0,3,No
0916,45,Non-Binary,Hispanic,LGBTQ+,Other,Married,High,Ph.D.,2,Tech,Senior-Level,Rejected,,1,Yes
0917,56,Male,White,Heterosexual,Hindu,Divorced,Middle,Ph.D.,1,Finance,Senior-Level,Accepted,143622.0,2,Yes
0918,54,Non-Binary,Hispanic,Heterosexual,Other,Single,Middle,Ph.D.,13,Education,Senior-Level,Accepted,102575.0,9,Yes
0919,56,Prefer not to say,Black,LGBTQ+,Hindu,Single,Middle,Bachelor's,1,Education,Mid-Level,Rejected,,5,No
0920,56,Non-Binary,Asian,Heterosexual,Muslim,Single,High,Master's,14,Tech,Senior-Level,Rejected,,10,No
0921,58,Non-Binary,Native American,LGBTQ+,Jewish,Single,Middle,Master's,20,Healthcare,Executive,Accepted,151096.0,8,Yes
0922,52,Female,Mixed,LGBTQ+,Hindu,Widowed,Low,High School,20,Education,Senior-Level,Accepted,84408.0,9,No
0923,37,Non-Binary,Other,LGBTQ+,Jewish,Widowed,Low,Bachelor's,39,Manufacturing,Mid-Level,Rejected,,10,No
0924,44,Male,Other,LGBTQ+,Non-religious,Widowed,Low,Ph.D.,34,Finance,Executive,Accepted,55422.0,7,Yes
0925,31,Male,Native American,LGBTQ+,Muslim,Married,High,Ph.D.,35,Education,Senior-Level,Accepted,139623.0,10,No
0926,38,Non-Binary,Mixed,Heterosexual,Other,Divorced,High,Ph.D.,14,Education,Executive,Rejected,,5,No
0927,28,Female,White,LGBTQ+,Christian,Divorced,Middle,Bachelor's,6,Education,Executive,Rejected,,7,Yes
0928,58,Male,Native American,Heterosexual,Muslim,Single,High,Ph.D.,1,Healthcare,Mid-Level,Accepted,179240.0,8,Yes
0929,41,Male,Mixed,LGBTQ+,Non-religious,Married,Low,Ph.D.,23,Retail,Mid-Level,Accepted,153776.0,4,No
0930,26,Non-Binary,Asian,Heterosexual,Muslim,Widowed,Middle,Bachelor's,38,Education,Mid-Level,Accepted,150954.0,9,Yes
0931,56,Non-Binary,Other,Heterosexual,Muslim,Widowed,High,High School,0,Retail,Entry-Level,Rejected,,9,No
0932,42,Male,Other,LGBTQ+,Hindu,Single,High,High School,14,Education,Entry-Level,Rejected,,7,Yes
0933,41,Prefer not to say,Mixed,LGBTQ+,Jewish,Single,Low,Bachelor's,16,Manufacturing,Entry-Level,Accepted,126066.0,7,No
0934,27,Female,Other,LGBTQ+,Muslim,Divorced,Low,Master's,4,Education,Executive,Accepted,98157.0,6,No
0935,62,Prefer not to say,Hispanic,LGBTQ+,Other,Divorced,High,Master's,38,Tech,Mid-Level,Accepted,166781.0,5,Yes
0936,32,Non-Binary,Native American,LGBTQ+,Other,Divorced,Middle,Bachelor's,36,Retail,Senior-Level,Rejected,,8,No
0937,27,Female,Black,LGBTQ+,Jewish,Divorced,High,Bachelor's,1,Finance,Senior-Level,Accepted,183153.0,1,No
0938,41,Prefer not to say,White,Heterosexual,Hindu,Married,High,Master's,33,Healthcare,Executive,Rejected,,3,No
0939,29,Prefer not to say,White,Heterosexual,Other,Single,Middle,Bachelor's,19,Finance,Mid-Level,Accepted,102958.0,10,Yes
0940,59,Female,Hispanic,LGBTQ+,Jewish,Single,High,Bachelor's,12,Healthcare,Entry-Level,Rejected,,2,No
0941,50,Male,Hispanic,Heterosexual,Christian,Widowed,High,Bachelor's,15,Healthcare,Mid-Level,Accepted,89857.0,8,Yes
0942,20,Non-Binary,Native American,LGBTQ+,Christian,Married,High,High School,4,Manufacturing,Senior-Level,Accepted,84455.0,4,Yes
0943,55,Prefer not to say,White,Heterosexual,Non-religious,Single,Middle,High School,6,Education,Entry-Level,Rejected,,2,No
0944,30,Male,Native American,Heterosexual,Non-religious,Widowed,Middle,High School,18,Education,Entry-Level,Rejected,,4,No
0945,18,Non-Binary,Other,LGBTQ+,Non-religious,Divorced,Middle,Bachelor's,21,Manufacturing,Executive,Rejected,,5,No
0946,52,Female,Hispanic,LGBTQ+,Other,Divorced,High,Ph.D.,7,Finance,Executive,Accepted,113678.0,9,No
0947,49,Female,Black,Heterosexual,Jewish,Divorced,Low,Ph.D.,21,Retail,Mid-Level,Accepted,58498.0,4,Yes
0948,37,Non-Binary,Hispanic,LGBTQ+,Christian,Divorced,High,Bachelor's,36,Retail,Mid-Level,Rejected,,3,Yes
0949,43,Female,Other,Heterosexual,Non-religious,Married,Middle,Ph.D.,38,Education,Senior-Level,Accepted,98905.0,8,No
0950,41,Female,Hispanic,LGBTQ+,Other,Divorced,High,Master's,28,Healthcare,Executive,Rejected,,7,Yes
0951,43,Male,White,LGBTQ+,Other,Married,Middle,Master's,1,Retail,Mid-Level,Accepted,97090.0,5,No
0952,19,Non-Binary,White,LGBTQ+,Hindu,Married,Low,Ph.D.,17,Tech,Entry-Level,Accepted,72052.0,6,No
0953,64,Prefer not to say,Asian,LGBTQ+,Other,Widowed,Low,Master's,38,Manufacturing,Executive,Accepted,56591.0,1,No
0954,35,Non-Binary,White,LGBTQ+,Christian,Widowed,Low,High School,10,Retail,Executive,Accepted,69431.0,10,No
0955,54,Female,Native American,Heterosexual,Jewish,Married,Middle,Master's,35,Manufacturing,Senior-Level,Accepted,66822.0,2,No
0956,41,Prefer not to say,Mixed,Heterosexual,Muslim,Divorced,Middle,Bachelor's,29,Healthcare,Senior-Level,Accepted,97902.0,5,Yes
0957,26,Male,Mixed,LGBTQ+,Jewish,Widowed,Middle,High School,16,Tech,Senior-Level,Accepted,178298.0,7,Yes
0958,50,Non-Binary,Other,LGBTQ+,Hindu,Divorced,High,High School,2,Manufacturing,Entry-Level,Accepted,169398.0,3,Yes
0959,54,Prefer not to say,Native American,Heterosexual,Christian,Widowed,Middle,Ph.D.,28,Retail,Mid-Level,Rejected,,2,Yes
0960,59,Non-Binary,White,LGBTQ+,Christian,Widowed,High,Master's,0,Manufacturing,Executive,Accepted,32238.0,4,No
0961,45,Female,Hispanic,Heterosexual,Non-religious,Divorced,High,Ph.D.,12,Manufacturing,Senior-Level,Accepted,79505.0,3,Yes
0962,37,Female,Asian,Heterosexual,Non-religious,Single,Low,Master's,4,Healthcare,Senior-Level,Accepted,84737.0,4,No
0963,28,Prefer not to say,Hispanic,Heterosexual,Muslim,Divorced,Low,Bachelor's,28,Tech,Executive,Accepted,146379.0,4,No
0964,21,Prefer not to say,White,LGBTQ+,Muslim,Married,Middle,High School,2,Finance,Entry-Level,Accepted,84955.0,2,No
0965,65,Non-Binary,Mixed,LGBTQ+,Jewish,Married,Low,High School,16,Healthcare,Executive,Rejected,,9,Yes
0966,47,Male,Asian,LGBTQ+,Jewish,Widowed,Low,Master's,23,Healthcare,Entry-Level,Rejected,,5,Yes
0967,62,Male,Mixed,LGBTQ+,Jewish,Single,Middle,Master's,2,Finance,Mid-Level,Accepted,178001.0,1,Yes
0968,51,Female,Black,LGBTQ+,Christian,Single,High,Bachelor's,18,Healthcare,Executive,Accepted,139901.0,3,Yes
0969,51,Female,Mixed,Heterosexual,Hindu,Single,Low,High School,15,Finance,Senior-Level,Rejected,,6,No
0970,57,Non-Binary,Asian,Heterosexual,Hindu,Single,Middle,High School,4,Education,Entry-Level,Rejected,,10,Yes
0971,28,Male,Asian,LGBTQ+,Muslim,Single,Middle,High School,3,Education,Executive,Rejected,,9,No
0972,26,Male,Hispanic,LGBTQ+,Jewish,Divorced,Low,Master's,34,Healthcare,Entry-Level,Rejected,,8,Yes
0973,26,Female,Native American,Heterosexual,Muslim,Married,High,High School,3,Retail,Executive,Rejected,,10,Yes
0974,33,Female,Hispanic,Heterosexual,Other,Divorced,Middle,Ph.D.,37,Manufacturing,Senior-Level,Accepted,115968.0,7,No
0975,60,Female,Native American,Heterosexual,Other,Widowed,High,High School,6,Finance,Entry-Level,Accepted,196364.0,1,Yes
0976,28,Prefer not to say,Hispanic,Heterosexual,Non-religious,Widowed,Middle,Master's,12,Retail,Executive,Rejected,,4,No
0977,57,Non-Binary,Native American,LGBTQ+,Christian,Divorced,High,Master's,21,Finance,Senior-Level,Rejected,,8,No
0978,60,Male,Mixed,LGBTQ+,Non-religious,Divorced,Low,Master's,27,Retail,Entry-Level,Accepted,54794.0,4,No
0979,25,Male,Native American,LGBTQ+,Muslim,Divorced,Middle,Ph.D.,27,Manufacturing,Entry-Level,Accepted,134217.0,9,Yes
0980,27,Female,Other,Heterosexual,Muslim,Divorced,High,Bachelor's,36,Manufacturing,Entry-Level,Rejected,,9,Yes
0981,62,Female,Hispanic,Heterosexual,Christian,Married,High,Bachelor's,9,Manufacturing,Executive,Accepted,102986.0,1,No
0982,36,Prefer not to say,Native American,LGBTQ+,Jewish,Widowed,Middle,Bachelor's,19,Tech,Entry-Level,Rejected,,9,No
0983,31,Male,Asian,LGBTQ+,Muslim,Married,Middle,Bachelor's,15,Education,Mid-Level,Rejected,,7,Yes
0984,33,Non-Binary,Asian,Heterosexual,Hindu,Married,Middle,High School,18,Retail,Mid-Level,Accepted,146229.0,3,No
0985,38,Male,Mixed,Heterosexual,Non-religious,Divorced,High,High School,20,Manufacturing,Executive,Accepted,144890.0,5,Yes
0986,52,Prefer not to say,Black,Heterosexual,Other,Divorced,Middle,High School,12,Healthcare,Entry-Level,Rejected,,7,Yes
0987,63,Prefer not to say,Other,LGBTQ+,Muslim,Single,Low,Master's,15,Retail,Executive,Rejected,,7,Yes
0988,58,Male,Other,LGBTQ+,Other,Divorced,Middle,Master's,26,Retail,Senior-Level,Rejected,,2,Yes
0989,24,Prefer not to say,Black,LGBTQ+,Muslim,Widowed,High,Master's,6,Retail,Executive,Rejected,,10,No
0990,20,Male,Native American,Heterosexual,Non-religious,Single,Low,Bachelor's,23,Manufacturing,Executive,Rejected,,1,No
0991,59,Prefer not to say,Other,LGBTQ+,Non-religious,Single,Middle,Ph.D.,1,Finance,Mid-Level,Accepted,195287.0,6,Yes
0992,36,Prefer not to say,Other,Heterosexual,Other,Widowed,Middle,Master's,22,Healthcare,Mid-Level,Rejected,,8,Yes
0993,38,Prefer not to say,Mixed,LGBTQ+,Muslim,Married,High,Master's,25,Healthcare,Mid-Level,Rejected,,2,No
0994,40,Female,Hispanic,LGBTQ+,Christian,Single,High,Ph.D.,20,Manufacturing,Executive,Accepted,130321.0,4,No
0995,63,Prefer not to say,Hispanic,LGBTQ+,Jewish,Divorced,Low,Bachelor's,20,Tech,Entry-Level,Accepted,182527.0,5,No
0996,53,Female,White,Heterosexual,Muslim,Single,Low,Ph.D.,16,Finance,Senior-Level,Rejected,,7,Yes
0997,42,Male,Other,LGBTQ+,Non-religious,Single,Middle,Bachelor's,28,Tech,Mid-Level,Accepted,101771.0,1,No
0998,32,Female,Black,Heterosexual,Jewish,Married,Low,High School,9,Finance,Entry-Level,Rejected,,8,No
0999,53,Female,White,Heterosexual,Non-religious,Widowed,High,Ph.D.,16,Retail,Senior-Level,Rejected,,7,No
1000,41,Female,Hispanic,LGBTQ+,Christian,Married,Middle,Bachelor's,34,Manufacturing,Mid-Level,Accepted,163025.0,8,No
